Term	Ont	N	DE	P.DE	FDR	ratio
GO:0097647	amylin receptor signaling pathway	BP	4	0	1	1	0
GO:0150059	amylin receptor 1 signaling pathway	BP	2	0	1	1	0
GO:0150060	amylin receptor 2 signaling pathway	BP	2	0	1	1	0
GO:1990408	calcitonin gene-related peptide receptor signaling pathway	BP	5	0	1	1	0
GO:0005513	detection of calcium ion	BP	10	0	1	1	0
GO:0051280	negative regulation of release of sequestered calcium ion into cytosol	BP	10	0	1	1	0
GO:0060314	regulation of ryanodine-sensitive calcium-release channel activity	BP	8	0	1	1	0
GO:0060315	negative regulation of ryanodine-sensitive calcium-release channel activity	BP	3	0	1	1	0
GO:0086064	cell communication by electrical coupling involved in cardiac conduction	BP	12	0	1	1	0
GO:1901842	negative regulation of high voltage-gated calcium channel activity	BP	3	0	1	1	0
GO:1901844	regulation of cell communication by electrical coupling involved in cardiac conduction	BP	8	0	1	1	0
GO:1905913	negative regulation of calcium ion export across plasma membrane	BP	2	0	1	1	0
GO:0000212	meiotic spindle organization	BP	24	0	1	1	0
GO:0002052	positive regulation of neuroblast proliferation	BP	23	0	1	1	0
GO:0008356	asymmetric cell division	BP	19	0	1	1	0
GO:0009786	regulation of asymmetric cell division	BP	3	0	1	1	0
GO:0021873	forebrain neuroblast division	BP	4	0	1	1	0
GO:0045769	negative regulation of asymmetric cell division	BP	1	0	1	1	0
GO:0051445	regulation of meiotic cell cycle	BP	50	0	1	1	0
GO:0051642	centrosome localization	BP	34	0	1	1	0
GO:0051653	spindle localization	BP	57	0	1	1	0
GO:0051657	maintenance of organelle location	BP	10	0	1	1	0
GO:0051661	maintenance of centrosome location	BP	6	0	1	1	0
GO:0055057	neuroblast division	BP	14	0	1	1	0
GO:0061842	microtubule organizing center localization	BP	35	0	1	1	0
GO:0090306	meiotic spindle assembly	BP	16	0	1	1	0
GO:0097150	neuronal stem cell population maintenance	BP	25	0	1	1	0
GO:0040020	regulation of meiotic nuclear division	BP	27	0	1	1	0
GO:0048385	regulation of retinoic acid receptor signaling pathway	BP	12	0	1	1	0
GO:0048387	negative regulation of retinoic acid receptor signaling pathway	BP	6	0	1	1	0
GO:1904614	response to biphenyl	BP	2	0	1	1	0
GO:0006904	vesicle docking involved in exocytosis	BP	38	0	1	1	0
GO:0016081	synaptic vesicle docking	BP	15	0	1	1	0
GO:0097707	ferroptosis	BP	31	0	1	1	0
GO:0098877	neurotransmitter receptor transport to plasma membrane	BP	24	0	1	1	0
GO:0099148	regulation of synaptic vesicle docking	BP	2	0	1	1	0
GO:0106020	regulation of vesicle docking	BP	5	0	1	1	0
GO:0110075	regulation of ferroptosis	BP	30	0	1	1	0
GO:0110076	negative regulation of ferroptosis	BP	21	0	1	1	0
GO:1990443	peptidyl-threonine autophosphorylation	BP	1	0	1	1	0
GO:2000124	regulation of endocannabinoid signaling pathway	BP	3	0	1	1	0
GO:0002030	inhibitory G protein-coupled receptor phosphorylation	BP	2	0	1	1	0
GO:0007343	egg activation	BP	7	0	1	1	0
GO:0010517	regulation of phospholipase activity	BP	7	0	1	1	0
GO:0010518	positive regulation of phospholipase activity	BP	7	0	1	1	0
GO:0045836	positive regulation of meiotic nuclear division	BP	17	0	1	1	0
GO:0051446	positive regulation of meiotic cell cycle	BP	27	0	1	1	0
GO:0060466	activation of meiosis involved in egg activation	BP	3	0	1	1	0
GO:0061003	positive regulation of dendritic spine morphogenesis	BP	34	0	1	1	0
GO:0090128	regulation of synapse maturation	BP	28	0	1	1	0
GO:0090129	positive regulation of synapse maturation	BP	7	0	1	1	0
GO:0090427	activation of meiosis	BP	4	0	1	1	0
GO:1901897	regulation of relaxation of cardiac muscle	BP	8	0	1	1	0
GO:0046827	positive regulation of protein export from nucleus	BP	22	0	1	1	0
GO:0007029	endoplasmic reticulum organization	BP	94	0	1	1	0
GO:0032435	negative regulation of proteasomal ubiquitin-dependent protein catabolic process	BP	48	0	1	1	0
GO:0045048	protein insertion into ER membrane	BP	28	0	1	1	0
GO:0071816	tail-anchored membrane protein insertion into ER membrane	BP	17	0	1	1	0
GO:1901799	negative regulation of proteasomal protein catabolic process	BP	63	0	1	1	0
GO:2000059	negative regulation of ubiquitin-dependent protein catabolic process	BP	65	0	1	1	0
GO:0071073	positive regulation of phospholipid biosynthetic process	BP	8	0	1	1	0
GO:1903727	positive regulation of phospholipid metabolic process	BP	12	0	1	1	0
GO:2001245	regulation of phosphatidylcholine biosynthetic process	BP	5	0	1	1	0
GO:2001247	positive regulation of phosphatidylcholine biosynthetic process	BP	3	0	1	1	0
GO:0031115	negative regulation of microtubule polymerization	BP	16	0	1	1	0
GO:1990051	activation of protein kinase C activity	BP	4	0	1	1	0
GO:0032849	positive regulation of cellular pH reduction	BP	3	0	1	1	0
GO:0044070	regulation of monoatomic anion transport	BP	18	0	1	1	0
GO:0090088	regulation of oligopeptide transport	BP	2	0	1	1	0
GO:0090089	regulation of dipeptide transport	BP	2	0	1	1	0
GO:1904404	response to formaldehyde	BP	2	0	1	1	0
GO:2000878	positive regulation of oligopeptide transport	BP	2	0	1	1	0
GO:2000880	positive regulation of dipeptide transport	BP	2	0	1	1	0
GO:2001148	regulation of dipeptide transmembrane transport	BP	2	0	1	1	0
GO:2001150	positive regulation of dipeptide transmembrane transport	BP	2	0	1	1	0
GO:0015701	bicarbonate transport	BP	19	0	1	1	0
GO:0009650	UV protection	BP	10	0	1	1	0
GO:0010193	response to ozone	BP	3	0	1	1	0
GO:0010288	response to lead ion	BP	19	0	1	1	0
GO:0033591	response to L-ascorbic acid	BP	4	0	1	1	0
GO:0061691	detoxification of hydrogen peroxide	BP	3	0	1	1	0
GO:0061692	cellular detoxification of hydrogen peroxide	BP	2	0	1	1	0
GO:0072722	response to amitrole	BP	1	0	1	1	0
GO:0080184	response to phenylpropanoid	BP	3	0	1	1	0
GO:0010839	negative regulation of keratinocyte proliferation	BP	12	0	1	1	0
GO:0032497	detection of lipopolysaccharide	BP	6	0	1	1	0
GO:0160075	non-canonical inflammasome complex assembly	BP	6	0	1	1	0
GO:2000492	regulation of interleukin-18-mediated signaling pathway	BP	2	0	1	1	0
GO:2000494	positive regulation of interleukin-18-mediated signaling pathway	BP	1	0	1	1	0
GO:0001554	luteolysis	BP	5	0	1	1	0
GO:0007413	axonal fasciculation	BP	26	0	1	1	0
GO:0034349	glial cell apoptotic process	BP	23	0	1	1	0
GO:0061713	anterior neural tube closure	BP	3	0	1	1	0
GO:0072347	response to anesthetic	BP	7	0	1	1	0
GO:0072733	response to staurosporine	BP	4	0	1	1	0
GO:0072734	cellular response to staurosporine	BP	4	0	1	1	0
GO:0106030	neuron projection fasciculation	BP	26	0	1	1	0
GO:0046670	positive regulation of retinal cell programmed cell death	BP	1	0	1	1	0
GO:0002115	store-operated calcium entry	BP	21	0	1	1	0
GO:0014722	regulation of skeletal muscle contraction by calcium ion signaling	BP	7	0	1	1	0
GO:0014809	regulation of skeletal muscle contraction by regulation of release of sequestered calcium ion	BP	4	0	1	1	0
GO:2001256	regulation of store-operated calcium entry	BP	13	0	1	1	0
GO:0071313	cellular response to caffeine	BP	10	0	1	1	0
GO:0071415	cellular response to purine-containing compound	BP	11	0	1	1	0
GO:0086013	membrane repolarization during cardiac muscle cell action potential	BP	16	0	1	1	0
GO:0098915	membrane repolarization during ventricular cardiac muscle cell action potential	BP	11	0	1	1	0
GO:1905024	regulation of membrane repolarization during ventricular cardiac muscle cell action potential	BP	3	0	1	1	0
GO:1905031	regulation of membrane repolarization during cardiac muscle cell action potential	BP	4	0	1	1	0
GO:0031670	cellular response to nutrient	BP	47	0	1	1	0
GO:0032782	bile acid secretion	BP	6	0	1	1	0
GO:0060613	fat pad development	BP	11	0	1	1	0
GO:0071295	cellular response to vitamin	BP	25	0	1	1	0
GO:0071305	cellular response to vitamin D	BP	21	0	1	1	0
GO:0099505	regulation of presynaptic membrane potential	BP	39	0	1	1	0
GO:0140582	adenylate cyclase-activating G protein-coupled cAMP receptor signaling pathway	BP	4	0	1	1	0
GO:1904036	negative regulation of epithelial cell apoptotic process	BP	24	0	1	1	0
GO:2000675	negative regulation of type B pancreatic cell apoptotic process	BP	6	0	1	1	0
GO:0045880	positive regulation of smoothened signaling pathway	BP	46	0	1	1	0
GO:0090136	epithelial cell-cell adhesion	BP	17	0	1	1	0
GO:2001045	negative regulation of integrin-mediated signaling pathway	BP	3	0	1	1	0
GO:0021942	radial glia guided migration of Purkinje cell	BP	7	0	1	1	0
GO:0034316	negative regulation of Arp2/3 complex-mediated actin nucleation	BP	5	0	1	1	0
GO:0048854	brain morphogenesis	BP	34	0	1	1	0
GO:0051126	negative regulation of actin nucleation	BP	7	0	1	1	0
GO:0051823	regulation of synapse structural plasticity	BP	9	0	1	1	0
GO:0000578	embryonic axis specification	BP	33	0	1	1	0
GO:0001706	endoderm formation	BP	43	0	1	1	0
GO:0001711	endodermal cell fate commitment	BP	10	0	1	1	0
GO:0001840	neural plate development	BP	8	0	1	1	0
GO:0003263	cardioblast proliferation	BP	9	0	1	1	0
GO:0003264	regulation of cardioblast proliferation	BP	9	0	1	1	0
GO:0003266	regulation of secondary heart field cardioblast proliferation	BP	7	0	1	1	0
GO:0007403	glial cell fate determination	BP	3	0	1	1	0
GO:0008543	fibroblast growth factor receptor signaling pathway	BP	63	0	1	1	0
GO:0009794	regulation of mitotic cell cycle, embryonic	BP	5	0	1	1	0
GO:0010457	centriole-centriole cohesion	BP	13	0	1	1	0
GO:0010908	regulation of heparan sulfate proteoglycan biosynthetic process	BP	4	0	1	1	0
GO:0010909	positive regulation of heparan sulfate proteoglycan biosynthetic process	BP	3	0	1	1	0
GO:0014010	Schwann cell proliferation	BP	13	0	1	1	0
GO:0015012	heparan sulfate proteoglycan biosynthetic process	BP	28	0	1	1	0
GO:0021781	glial cell fate commitment	BP	14	0	1	1	0
GO:0021799	cerebral cortex radially oriented cell migration	BP	38	0	1	1	0
GO:0021801	cerebral cortex radial glia-guided migration	BP	27	0	1	1	0
GO:0021819	layer formation in cerebral cortex	BP	16	0	1	1	0
GO:0022009	central nervous system vasculogenesis	BP	4	0	1	1	0
GO:0022030	telencephalon glial cell migration	BP	27	0	1	1	0
GO:0030201	heparan sulfate proteoglycan metabolic process	BP	39	0	1	1	0
GO:0030997	regulation of centriole-centriole cohesion	BP	3	0	1	1	0
GO:0032968	positive regulation of transcription elongation by RNA polymerase II	BP	58	0	1	1	0
GO:0033234	negative regulation of protein sumoylation	BP	7	0	1	1	0
GO:0035987	endodermal cell differentiation	BP	35	0	1	1	0
GO:0036022	limb joint morphogenesis	BP	7	0	1	1	0
GO:0036023	embryonic skeletal limb joint morphogenesis	BP	2	0	1	1	0
GO:0036520	astrocyte-dopaminergic neuron signaling	BP	2	0	1	1	0
GO:0040036	regulation of fibroblast growth factor receptor signaling pathway	BP	28	0	1	1	0
GO:0042640	anagen	BP	2	0	1	1	0
GO:0043587	tongue morphogenesis	BP	10	0	1	1	0
GO:0044848	biological phase	BP	5	0	1	1	0
GO:0044851	hair cycle phase	BP	5	0	1	1	0
GO:0045448	mitotic cell cycle, embryonic	BP	5	0	1	1	0
GO:0045743	positive regulation of fibroblast growth factor receptor signaling pathway	BP	9	0	1	1	0
GO:0045976	negative regulation of mitotic cell cycle, embryonic	BP	2	0	1	1	0
GO:0045995	regulation of embryonic development	BP	68	0	1	1	0
GO:0048819	regulation of hair follicle maturation	BP	5	0	1	1	0
GO:0048820	hair follicle maturation	BP	12	0	1	1	0
GO:0051884	regulation of timing of anagen	BP	2	0	1	1	0
GO:0060423	foregut regionalization	BP	2	0	1	1	0
GO:0060424	lung field specification	BP	2	0	1	1	0
GO:0060431	primary lung bud formation	BP	4	0	1	1	0
GO:0060479	lung cell differentiation	BP	29	0	1	1	0
GO:0060484	lung-associated mesenchyme development	BP	8	0	1	1	0
GO:0060492	lung induction	BP	2	0	1	1	0
GO:0060788	ectodermal placode formation	BP	14	0	1	1	0
GO:0060789	hair follicle placode formation	BP	5	0	1	1	0
GO:0060916	mesenchymal cell proliferation involved in lung development	BP	6	0	1	1	0
GO:0060947	cardiac vascular smooth muscle cell differentiation	BP	12	0	1	1	0
GO:0060982	coronary artery morphogenesis	BP	8	0	1	1	0
GO:0060983	epicardium-derived cardiac vascular smooth muscle cell differentiation	BP	1	0	1	1	0
GO:0061196	fungiform papilla development	BP	6	0	1	1	0
GO:0061197	fungiform papilla morphogenesis	BP	6	0	1	1	0
GO:0061198	fungiform papilla formation	BP	4	0	1	1	0
GO:0061323	cell proliferation involved in heart morphogenesis	BP	12	0	1	1	0
GO:0061548	ganglion development	BP	15	0	1	1	0
GO:0061549	sympathetic ganglion development	BP	8	0	1	1	0
GO:0061550	cranial ganglion development	BP	6	0	1	1	0
GO:0071542	dopaminergic neuron differentiation	BP	25	0	1	1	0
GO:0071696	ectodermal placode development	BP	15	0	1	1	0
GO:0071697	ectodermal placode morphogenesis	BP	14	0	1	1	0
GO:0072033	renal vesicle formation	BP	7	0	1	1	0
GO:0072053	renal inner medulla development	BP	1	0	1	1	0
GO:0072054	renal outer medulla development	BP	1	0	1	1	0
GO:0072079	nephron tubule formation	BP	16	0	1	1	0
GO:0072497	mesenchymal stem cell differentiation	BP	14	0	1	1	0
GO:0150098	glial cell-neuron signaling	BP	3	0	1	1	0
GO:1902730	positive regulation of proteoglycan biosynthetic process	BP	4	0	1	1	0
GO:1904098	regulation of protein O-linked glycosylation	BP	7	0	1	1	0
GO:1904100	positive regulation of protein O-linked glycosylation	BP	6	0	1	1	0
GO:1904948	midbrain dopaminergic neuron differentiation	BP	10	0	1	1	0
GO:1990403	embryonic brain development	BP	21	0	1	1	0
GO:1990791	dorsal root ganglion development	BP	6	0	1	1	0
GO:1990963	establishment of blood-retinal barrier	BP	5	0	1	1	0
GO:2000136	regulation of cell proliferation involved in heart morphogenesis	BP	12	0	1	1	0
GO:0031954	positive regulation of protein autophosphorylation	BP	11	0	1	1	0
GO:0060689	cell differentiation involved in salivary gland development	BP	5	0	1	1	0
GO:0060690	epithelial cell differentiation involved in salivary gland development	BP	2	0	1	1	0
GO:0150106	regulation of protein localization to cell-cell junction	BP	5	0	1	1	0
GO:0150107	positive regulation of protein localization to cell-cell junction	BP	3	0	1	1	0
GO:1900084	regulation of peptidyl-tyrosine autophosphorylation	BP	3	0	1	1	0
GO:1900086	positive regulation of peptidyl-tyrosine autophosphorylation	BP	3	0	1	1	0
GO:1905554	negative regulation of blood vessel branching	BP	1	0	1	1	0
GO:0019065	receptor-mediated endocytosis of virus by host cell	BP	7	0	1	1	0
GO:0035635	entry of bacterium into host cell	BP	5	0	1	1	0
GO:0038016	insulin receptor internalization	BP	3	0	1	1	0
GO:0042532	negative regulation of tyrosine phosphorylation of STAT protein	BP	7	0	1	1	0
GO:0044854	plasma membrane raft assembly	BP	8	0	1	1	0
GO:0044857	plasma membrane raft organization	BP	11	0	1	1	0
GO:0048550	negative regulation of pinocytosis	BP	6	0	1	1	0
GO:0051788	response to misfolded protein	BP	22	0	1	1	0
GO:0070836	caveola assembly	BP	7	0	1	1	0
GO:0071218	cellular response to misfolded protein	BP	21	0	1	1	0
GO:0071455	cellular response to hyperoxia	BP	4	0	1	1	0
GO:0072584	caveolin-mediated endocytosis	BP	11	0	1	1	0
GO:0075509	endocytosis involved in viral entry into host cell	BP	9	0	1	1	0
GO:0097623	potassium ion export across plasma membrane	BP	23	0	1	1	0
GO:1903764	regulation of potassium ion export across plasma membrane	BP	12	0	1	1	0
GO:1904292	regulation of ERAD pathway	BP	23	0	1	1	0
GO:1904294	positive regulation of ERAD pathway	BP	16	0	1	1	0
GO:1905949	negative regulation of calcium ion import across plasma membrane	BP	6	0	1	1	0
GO:2000535	regulation of entry of bacterium into host cell	BP	5	0	1	1	0
GO:0019076	viral release from host cell	BP	20	0	1	1	0
GO:0035891	exit from host cell	BP	20	0	1	1	0
GO:0060161	positive regulation of dopamine receptor signaling pathway	BP	4	0	1	1	0
GO:0002051	osteoblast fate commitment	BP	6	0	1	1	0
GO:0010624	regulation of Schwann cell proliferation	BP	11	0	1	1	0
GO:0010625	positive regulation of Schwann cell proliferation	BP	4	0	1	1	0
GO:0036076	ligamentous ossification	BP	2	0	1	1	0
GO:0001553	luteinization	BP	14	0	1	1	0
GO:0002249	lymphocyte anergy	BP	6	0	1	1	0
GO:0002318	myeloid progenitor cell differentiation	BP	9	0	1	1	0
GO:0002517	T cell tolerance induction	BP	7	0	1	1	0
GO:0002643	regulation of tolerance induction	BP	10	0	1	1	0
GO:0002664	regulation of T cell tolerance induction	BP	6	0	1	1	0
GO:0002667	regulation of T cell anergy	BP	5	0	1	1	0
GO:0002870	T cell anergy	BP	6	0	1	1	0
GO:0002911	regulation of lymphocyte anergy	BP	5	0	1	1	0
GO:0030854	positive regulation of granulocyte differentiation	BP	9	0	1	1	0
GO:0042701	progesterone secretion	BP	6	0	1	1	0
GO:0071335	hair follicle cell proliferation	BP	6	0	1	1	0
GO:0071336	regulation of hair follicle cell proliferation	BP	2	0	1	1	0
GO:1905939	regulation of gonad development	BP	14	0	1	1	0
GO:1905941	positive regulation of gonad development	BP	10	0	1	1	0
GO:2000194	regulation of female gonad development	BP	8	0	1	1	0
GO:2000196	positive regulation of female gonad development	BP	3	0	1	1	0
GO:2000870	regulation of progesterone secretion	BP	4	0	1	1	0
GO:2000872	positive regulation of progesterone secretion	BP	3	0	1	1	0
GO:0032486	Rap protein signal transduction	BP	19	0	1	1	0
GO:0032487	regulation of Rap protein signal transduction	BP	4	0	1	1	0
GO:0035790	platelet-derived growth factor receptor-alpha signaling pathway	BP	6	0	1	1	0
GO:0042059	negative regulation of epidermal growth factor receptor signaling pathway	BP	31	0	1	1	0
GO:1901185	negative regulation of ERBB signaling pathway	BP	33	0	1	1	0
GO:2000583	regulation of platelet-derived growth factor receptor-alpha signaling pathway	BP	4	0	1	1	0
GO:0090394	negative regulation of excitatory postsynaptic potential	BP	17	0	1	1	0
GO:0097107	postsynaptic density assembly	BP	35	0	1	1	0
GO:0099151	regulation of postsynaptic density assembly	BP	22	0	1	1	0
GO:0099545	trans-synaptic signaling by trans-synaptic complex	BP	14	0	1	1	0
GO:0099557	trans-synaptic signaling by trans-synaptic complex, modulating synaptic transmission	BP	8	0	1	1	0
GO:1904861	excitatory synapse assembly	BP	47	0	1	1	0
GO:1904862	inhibitory synapse assembly	BP	26	0	1	1	0
GO:1904889	regulation of excitatory synapse assembly	BP	27	0	1	1	0
GO:1905702	regulation of inhibitory synapse assembly	BP	5	0	1	1	0
GO:1905703	negative regulation of inhibitory synapse assembly	BP	1	0	1	1	0
GO:1905874	regulation of postsynaptic density organization	BP	27	0	1	1	0
GO:0003433	chondrocyte development involved in endochondral bone morphogenesis	BP	8	0	1	1	0
GO:0042182	ketone catabolic process	BP	13	0	1	1	0
GO:0042373	vitamin K metabolic process	BP	9	0	1	1	0
GO:0042376	phylloquinone catabolic process	BP	3	0	1	1	0
GO:0042377	vitamin K catabolic process	BP	3	0	1	1	0
GO:0062232	prostanoid catabolic process	BP	5	0	1	1	0
GO:1901523	icosanoid catabolic process	BP	7	0	1	1	0
GO:1905344	prostaglandin catabolic process	BP	5	0	1	1	0
GO:0005997	xylulose metabolic process	BP	3	0	1	1	0
GO:0019321	pentose metabolic process	BP	13	0	1	1	0
GO:0030261	chromosome condensation	BP	36	0	1	1	0
GO:0097355	protein localization to heterochromatin	BP	4	0	1	1	0
GO:0034517	ribophagy	BP	1	0	1	1	0
GO:0061723	glycophagy	BP	12	0	1	1	0
GO:1903059	regulation of protein lipidation	BP	10	0	1	1	0
GO:0001696	gastric acid secretion	BP	8	0	1	1	0
GO:0002023	reduction of food intake in response to dietary excess	BP	6	0	1	1	0
GO:0038188	cholecystokinin signaling pathway	BP	2	0	1	1	0
GO:1903367	positive regulation of fear response	BP	7	0	1	1	0
GO:2000987	positive regulation of behavioral fear response	BP	6	0	1	1	0
GO:0034699	response to luteinizing hormone	BP	8	0	1	1	0
GO:0044320	cellular response to leptin stimulus	BP	15	0	1	1	0
GO:0044321	response to leptin	BP	20	0	1	1	0
GO:0071314	cellular response to cocaine	BP	9	0	1	1	0
GO:0071371	cellular response to gonadotropin stimulus	BP	21	0	1	1	0
GO:0071373	cellular response to luteinizing hormone stimulus	BP	6	0	1	1	0
GO:0007056	spindle assembly involved in female meiosis	BP	11	0	1	1	0
GO:0007057	spindle assembly involved in female meiosis I	BP	5	0	1	1	0
GO:0007144	female meiosis I	BP	12	0	1	1	0
GO:0008315	G2/MI transition of meiotic cell cycle	BP	8	0	1	1	0
GO:0044771	meiotic cell cycle phase transition	BP	14	0	1	1	0
GO:0000320	re-entry into mitotic cell cycle	BP	5	0	1	1	0
GO:0031571	mitotic G1 DNA damage checkpoint signaling	BP	15	0	1	1	0
GO:0033601	positive regulation of mammary gland epithelial cell proliferation	BP	7	0	1	1	0
GO:0044819	mitotic G1/S transition checkpoint signaling	BP	16	0	1	1	0
GO:0006270	DNA replication initiation	BP	33	0	1	1	0
GO:0007129	homologous chromosome pairing at meiosis	BP	37	0	1	1	0
GO:0010826	negative regulation of centrosome duplication	BP	11	0	1	1	0
GO:0046606	negative regulation of centrosome cycle	BP	11	0	1	1	0
GO:0044828	host-mediated suppression of viral genome replication	BP	8	0	1	1	0
GO:0043923	host-mediated activation of viral transcription	BP	17	0	1	1	0
GO:0000290	deadenylation-dependent decapping of nuclear-transcribed mRNA	BP	14	0	1	1	0
GO:0033962	P-body assembly	BP	23	0	1	1	0
GO:0110154	RNA decapping	BP	22	0	1	1	0
GO:0110156	mRNA methylguanosine-cap decapping	BP	18	0	1	1	0
GO:0051131	chaperone-mediated protein complex assembly	BP	21	0	1	1	0
GO:0090666	scaRNA localization to Cajal body	BP	5	0	1	1	0
GO:0090670	RNA localization to Cajal body	BP	8	0	1	1	0
GO:0090671	telomerase RNA localization to Cajal body	BP	8	0	1	1	0
GO:0090672	telomerase RNA localization	BP	8	0	1	1	0
GO:0090685	RNA localization to nucleus	BP	8	0	1	1	0
GO:1904872	regulation of telomerase RNA localization to Cajal body	BP	7	0	1	1	0
GO:1904874	positive regulation of telomerase RNA localization to Cajal body	BP	4	0	1	1	0
GO:0070202	regulation of establishment of protein localization to chromosome	BP	7	0	1	1	0
GO:0070203	regulation of establishment of protein localization to telomere	BP	6	0	1	1	0
GO:1904851	positive regulation of establishment of protein localization to telomere	BP	3	0	1	1	0
GO:0048006	antigen processing and presentation, endogenous lipid antigen via MHC class Ib	BP	1	0	1	1	0
GO:0032594	protein transport within lipid bilayer	BP	9	0	1	1	0
GO:0032595	B cell receptor transport within lipid bilayer	BP	1	0	1	1	0
GO:0032596	protein transport into membrane raft	BP	5	0	1	1	0
GO:0032597	B cell receptor transport into membrane raft	BP	1	0	1	1	0
GO:0032599	protein transport out of membrane raft	BP	1	0	1	1	0
GO:0032600	chemokine receptor transport out of membrane raft	BP	1	0	1	1	0
GO:0032907	transforming growth factor beta3 production	BP	3	0	1	1	0
GO:0032910	regulation of transforming growth factor beta3 production	BP	3	0	1	1	0
GO:0032913	negative regulation of transforming growth factor beta3 production	BP	1	0	1	1	0
GO:0033606	chemokine receptor transport within lipid bilayer	BP	1	0	1	1	0
GO:0061318	renal filtration cell differentiation	BP	21	0	1	1	0
GO:0072010	glomerular epithelium development	BP	26	0	1	1	0
GO:0072112	podocyte differentiation	BP	21	0	1	1	0
GO:0072139	glomerular parietal epithelial cell differentiation	BP	3	0	1	1	0
GO:0072311	glomerular epithelial cell differentiation	BP	22	0	1	1	0
GO:0106016	positive regulation of inflammatory response to wounding	BP	3	0	1	1	0
GO:1903044	protein localization to membrane raft	BP	12	0	1	1	0
GO:2000768	positive regulation of nephron tubule epithelial cell differentiation	BP	2	0	1	1	0
GO:0001771	immunological synapse formation	BP	11	0	1	1	0
GO:0032482	Rab protein signal transduction	BP	24	0	1	1	0
GO:0051291	protein heterooligomerization	BP	28	0	1	1	0
GO:0051674	localization of cell	BP	5	0	1	1	0
GO:0097017	renal protein absorption	BP	11	0	1	1	0
GO:0097018	renal albumin absorption	BP	7	0	1	1	0
GO:1990790	response to glial cell derived neurotrophic factor	BP	2	0	1	1	0
GO:0035759	mesangial cell-matrix adhesion	BP	1	0	1	1	0
GO:0036301	macrophage colony-stimulating factor production	BP	3	0	1	1	0
GO:0038001	paracrine signaling	BP	4	0	1	1	0
GO:0060055	angiogenesis involved in wound healing	BP	26	0	1	1	0
GO:0060290	transdifferentiation	BP	7	0	1	1	0
GO:0061042	vascular wound healing	BP	19	0	1	1	0
GO:0071611	granulocyte colony-stimulating factor production	BP	2	0	1	1	0
GO:0071655	regulation of granulocyte colony-stimulating factor production	BP	2	0	1	1	0
GO:0071657	positive regulation of granulocyte colony-stimulating factor production	BP	2	0	1	1	0
GO:0071971	extracellular exosome assembly	BP	7	0	1	1	0
GO:0072011	glomerular endothelium development	BP	6	0	1	1	0
GO:0072209	metanephric mesangial cell differentiation	BP	2	0	1	1	0
GO:0072223	metanephric glomerular mesangium development	BP	5	0	1	1	0
GO:0072254	metanephric glomerular mesangial cell differentiation	BP	2	0	1	1	0
GO:1901256	regulation of macrophage colony-stimulating factor production	BP	3	0	1	1	0
GO:1901258	positive regulation of macrophage colony-stimulating factor production	BP	2	0	1	1	0
GO:0010878	cholesterol storage	BP	18	0	1	1	0
GO:0010885	regulation of cholesterol storage	BP	13	0	1	1	0
GO:0010886	positive regulation of cholesterol storage	BP	6	0	1	1	0
GO:0015912	short-chain fatty acid transport	BP	3	0	1	1	0
GO:0033194	response to hydroperoxide	BP	18	0	1	1	0
GO:0034378	chylomicron assembly	BP	4	0	1	1	0
GO:0070543	response to linoleic acid	BP	2	0	1	1	0
GO:0071447	cellular response to hydroperoxide	BP	10	0	1	1	0
GO:0072564	blood microparticle formation	BP	2	0	1	1	0
GO:0150024	oxidised low-density lipoprotein particle clearance	BP	1	0	1	1	0
GO:0150094	amyloid-beta clearance by cellular catabolic process	BP	8	0	1	1	0
GO:2000121	regulation of removal of superoxide radicals	BP	5	0	1	1	0
GO:2000332	regulation of blood microparticle formation	BP	2	0	1	1	0
GO:2000334	positive regulation of blood microparticle formation	BP	2	0	1	1	0
GO:0099638	endosome to plasma membrane protein transport	BP	22	0	1	1	0
GO:0033602	negative regulation of dopamine secretion	BP	7	0	1	1	0
GO:0009203	ribonucleoside triphosphate catabolic process	BP	4	0	1	1	0
GO:0006011	UDP-alpha-D-glucose metabolic process	BP	5	0	1	1	0
GO:0006220	pyrimidine nucleotide metabolic process	BP	38	0	1	1	0
GO:0006244	pyrimidine nucleotide catabolic process	BP	12	0	1	1	0
GO:0006256	UDP catabolic process	BP	2	0	1	1	0
GO:0006458	'de novo' protein folding	BP	7	0	1	1	0
GO:0006487	protein N-linked glycosylation	BP	80	0	1	1	0
GO:0009138	pyrimidine nucleoside diphosphate metabolic process	BP	8	0	1	1	0
GO:0009140	pyrimidine nucleoside diphosphate catabolic process	BP	2	0	1	1	0
GO:0009193	pyrimidine ribonucleoside diphosphate metabolic process	BP	6	0	1	1	0
GO:0009195	pyrimidine ribonucleoside diphosphate catabolic process	BP	2	0	1	1	0
GO:0009218	pyrimidine ribonucleotide metabolic process	BP	27	0	1	1	0
GO:0009222	pyrimidine ribonucleotide catabolic process	BP	9	0	1	1	0
GO:0009225	nucleotide-sugar metabolic process	BP	39	0	1	1	0
GO:0046048	UDP metabolic process	BP	6	0	1	1	0
GO:0051084	'de novo' post-translational protein folding	BP	3	0	1	1	0
GO:0072527	pyrimidine-containing compound metabolic process	BP	53	0	1	1	0
GO:0072529	pyrimidine-containing compound catabolic process	BP	14	0	1	1	0
GO:0006027	glycosaminoglycan catabolic process	BP	18	0	1	1	0
GO:0030214	hyaluronan catabolic process	BP	14	0	1	1	0
